demande_id,citoyen_id,type_demande,adresse_projet,code_postal,arrondissement,date_demande,date_decision,statut
234,1102,AUTORISATION_TRAVAUX,75 Rue de la République,13012,4e,2024-06-06,2024-06-19,INSTRUCTION
235,1628,DECLARATION_PREALABLE,15 Rue Saint-Ferréol,13009,5e,2024-02-14,2024-05-11,REFUSEE
236,388,AUTORISATION_TRAVAUX,57 Boulevard National,13016,6e,2025-04-15,2025-07-22,INSTRUCTION
237,659,AUTORISATION_TRAVAUX,74 Avenue du Prado,13003,3e,2025-04-22,2025-06-25,REFUSEE
238,2621,AUTORISATION_TRAVAUX,250 Rue de Rome,13001,10e,2024-12-13,2025-02-16,ENREGISTREE
239,1226,PERMIS_CONSTRUIRE,89 Rue de la République,13006,6e,2025-09-30,2025-10-31,REFUSEE
240,1785,PERMIS_CONSTRUIRE,217 Rue de Lodi,13012,8e,2023-03-06,2023-06-29,ACCEPTEE
241,2020,PERMIS_CONSTRUIRE,57 Avenue du Prado,13010,4e,2025-02-18,2025-05-31,ACCEPTEE
242,1065,PERMIS_CONSTRUIRE,59 Boulevard National,13010,6e,2024-09-08,2024-11-13,ENREGISTREE
243,2254,DECLARATION_PREALABLE,181 Boulevard National,13001,9e,2024-04-29,2024-08-20,INSTRUCTION
244,1979,PERMIS_CONSTRUIRE,169 Boulevard Baille,13011,13e,2023-06-22,2023-07-03,ACCEPTEE
245,1924,AUTORISATION_TRAVAUX,75 Rue de Rome,13011,8e,2023-08-07,2023-09-02,ACCEPTEE
246,2851,DECLARATION_PREALABLE,204 Rue d'Aubagne,13002,4e,2025-07-25,2025-10-14,ENREGISTREE
247,949,DECLARATION_PREALABLE,161 Rue de Lodi,13007,5e,2023-06-12,2023-10-09,ENREGISTREE
248,543,DECLARATION_PREALABLE,75 Avenue du Prado,13012,2e,2025-07-22,2025-09-12,REFUSEE
249,2006,DECLARATION_PREALABLE,163 Rue d'Aubagne,13014,3e,2024-01-02,2024-01-25,INSTRUCTION
250,1350,AUTORISATION_TRAVAUX,56 Rue de Lodi,13006,5e,2023-10-21,2024-02-08,REFUSEE
251,397,AUTORISATION_TRAVAUX,168 Boulevard National,13006,11e,2024-06-07,2024-08-23,REFUSEE
252,576,AUTORISATION_TRAVAUX,26 Rue Paradis,13014,5e,2023-10-29,2024-01-01,REFUSEE
253,2362,PERMIS_CONSTRUIRE,115 Rue de la République,13011,9e,2023-05-29,2023-07-02,ENREGISTREE
254,1800,AUTORISATION_TRAVAUX,190 Rue de Lodi,13014,5e,2024-05-12,2024-06-21,REFUSEE
255,2592,PERMIS_CONSTRUIRE,105 Rue de la République,13011,1e,2025-09-21,2025-10-09,ACCEPTEE
256,1114,AUTORISATION_TRAVAUX,25 Boulevard Baille,13001,10e,2025-06-18,2025-08-18,INSTRUCTION
257,2437,DECLARATION_PREALABLE,47 Rue de Lodi,13013,13e,2024-01-27,2024-02-16,REFUSEE
258,81,PERMIS_CONSTRUIRE,236 Rue de Rome,13001,1e,2025-07-02,2025-10-22,REFUSEE
259,2625,AUTORISATION_TRAVAUX,225 Boulevard National,13004,3e,2024-03-06,2024-04-05,REFUSEE
260,1089,DECLARATION_PREALABLE,155 Rue d'Aubagne,13012,2e,2023-09-02,2023-11-18,INSTRUCTION
261,373,AUTORISATION_TRAVAUX,129 Rue de Rome,13002,15e,2023-03-13,2023-03-31,ACCEPTEE
262,998,DECLARATION_PREALABLE,64 Boulevard National,13015,9e,2023-01-27,2023-04-28,ENREGISTREE
263,545,PERMIS_CONSTRUIRE,110 Rue Paradis,13008,2e,2023-02-23,2023-05-21,INSTRUCTION
264,2418,AUTORISATION_TRAVAUX,232 Rue de Rome,13002,5e,2023-09-23,2023-10-08,ACCEPTEE
265,1345,PERMIS_CONSTRUIRE,140 Boulevard National,13013,3e,2025-10-22,2026-02-13,ACCEPTEE
266,2508,AUTORISATION_TRAVAUX,216 Rue de Lodi,13013,6e,2025-05-02,2025-06-08,INSTRUCTION
267,609,PERMIS_CONSTRUIRE,112 Rue de Rome,13006,1e,2023-06-17,2023-07-19,ENREGISTREE
268,1935,PERMIS_CONSTRUIRE,185 Rue de la République,13001,6e,2025-07-18,2025-11-09,INSTRUCTION
269,1175,DECLARATION_PREALABLE,33 Boulevard National,13008,9e,2024-08-11,2024-10-15,REFUSEE
270,1358,PERMIS_CONSTRUIRE,192 Rue de la République,13009,4e,2023-01-11,2023-03-13,ENREGISTREE
271,913,PERMIS_CONSTRUIRE,212 Rue de la République,13015,13e,2024-12-25,2025-01-06,REFUSEE
272,703,AUTORISATION_TRAVAUX,62 Rue Paradis,13012,4e,2025-08-31,2025-12-09,ENREGISTREE
273,266,DECLARATION_PREALABLE,249 Rue Paradis,13003,6e,2023-11-06,2024-02-29,ENREGISTREE
274,2467,AUTORISATION_TRAVAUX,34 Rue Saint-Ferréol,13010,5e,2024-12-18,2025-01-16,REFUSEE
275,614,DECLARATION_PREALABLE,71 Rue de Rome,13013,7e,2025-06-17,2025-09-26,ENREGISTREE
276,1292,DECLARATION_PREALABLE,85 Avenue du Prado,13002,2e,2023-09-01,2023-09-11,INSTRUCTION
277,1281,DECLARATION_PREALABLE,121 Boulevard Baille,13003,11e,2024-01-11,2024-01-23,INSTRUCTION
278,2894,AUTORISATION_TRAVAUX,61 Boulevard National,13005,16e,2024-10-11,2024-10-31,REFUSEE
279,336,AUTORISATION_TRAVAUX,52 Rue d'Aubagne,13013,16e,2023-09-27,2023-12-03,ENREGISTREE
280,1100,PERMIS_CONSTRUIRE,230 Boulevard Baille,13011,13e,2023-11-14,2024-03-12,REFUSEE
281,2133,PERMIS_CONSTRUIRE,232 Rue Paradis,13012,16e,2023-12-04,2024-02-04,INSTRUCTION
282,2010,PERMIS_CONSTRUIRE,12 Rue de Rome,13005,11e,2023-08-31,2023-10-04,ENREGISTREE
283,2426,DECLARATION_PREALABLE,48 Rue Saint-Ferréol,13007,8e,2025-05-25,2025-09-11,INSTRUCTION
284,2775,AUTORISATION_TRAVAUX,200 Rue de Lodi,13016,15e,2025-07-02,2025-08-11,REFUSEE
285,664,PERMIS_CONSTRUIRE,73 Boulevard Baille,13012,5e,2025-05-26,2025-09-07,ENREGISTREE
286,1650,DECLARATION_PREALABLE,116 Boulevard National,13007,5e,2024-12-09,2025-04-05,REFUSEE
287,839,AUTORISATION_TRAVAUX,34 Rue de Lodi,13001,15e,2024-01-28,2024-03-20,INSTRUCTION
288,2075,AUTORISATION_TRAVAUX,229 Rue de Rome,13012,11e,2023-03-24,2023-07-09,INSTRUCTION
289,2788,PERMIS_CONSTRUIRE,102 Rue Paradis,13008,16e,2023-05-04,2023-08-04,REFUSEE
290,2529,PERMIS_CONSTRUIRE,8 Rue de Lodi,13005,11e,2024-10-06,2025-01-02,REFUSEE
291,822,AUTORISATION_TRAVAUX,230 Boulevard Baille,13004,13e,2023-11-01,2023-12-03,INSTRUCTION
292,121,AUTORISATION_TRAVAUX,137 Rue de la République,13008,12e,2025-01-24,2025-04-14,REFUSEE
293,358,DECLARATION_PREALABLE,199 Boulevard Baille,13004,6e,2024-04-21,2024-06-03,REFUSEE
294,1630,DECLARATION_PREALABLE,15 Rue de Lodi,13012,9e,2024-11-15,2025-03-08,INSTRUCTION
295,2235,DECLARATION_PREALABLE,185 Rue Paradis,13012,15e,2024-06-21,2024-10-07,ENREGISTREE
296,1526,AUTORISATION_TRAVAUX,196 Rue de Lodi,13004,12e,2025-10-13,2026-01-14,ACCEPTEE
297,1048,PERMIS_CONSTRUIRE,221 Rue Paradis,13010,12e,2024-04-12,2024-05-30,ACCEPTEE
298,2650,PERMIS_CONSTRUIRE,62 Boulevard National,13014,14e,2025-01-24,2025-05-13,INSTRUCTION
299,1745,AUTORISATION_TRAVAUX,48 Boulevard National,13014,6e,2025-03-24,2025-06-10,ACCEPTEE
300,2341,DECLARATION_PREALABLE,207 Boulevard Baille,13011,13e,2023-04-02,2023-04-23,ENREGISTREE
301,2303,DECLARATION_PREALABLE,114 Rue de Rome,13002,1e,2024-09-17,2024-12-11,INSTRUCTION
302,1127,PERMIS_CONSTRUIRE,154 Rue Saint-Ferréol,13003,15e,2025-04-21,2025-06-04,INSTRUCTION
303,532,AUTORISATION_TRAVAUX,2 Rue d'Aubagne,13014,11e,2023-09-29,2024-01-07,ACCEPTEE
304,2180,AUTORISATION_TRAVAUX,231 Rue de Rome,13016,15e,2024-07-05,2024-09-24,ACCEPTEE
305,1049,AUTORISATION_TRAVAUX,138 Boulevard National,13002,13e,2025-08-08,2025-11-27,ENREGISTREE
306,1055,DECLARATION_PREALABLE,247 Rue Saint-Ferréol,13009,10e,2024-12-21,2025-03-17,INSTRUCTION
307,1075,AUTORISATION_TRAVAUX,166 Boulevard National,13004,2e,2025-06-10,2025-08-03,INSTRUCTION
308,1152,PERMIS_CONSTRUIRE,60 Rue Saint-Ferréol,13013,16e,2023-08-01,2023-10-20,ENREGISTREE
309,195,AUTORISATION_TRAVAUX,113 Avenue du Prado,13001,9e,2023-10-04,2023-10-27,REFUSEE
310,2320,DECLARATION_PREALABLE,97 Boulevard National,13006,6e,2024-12-20,2025-02-18,INSTRUCTION
311,2498,DECLARATION_PREALABLE,45 Rue Paradis,13001,12e,2024-03-26,2024-05-19,ENREGISTREE
312,960,PERMIS_CONSTRUIRE,127 Rue de la République,13016,6e,2024-10-26,2024-12-26,REFUSEE
313,637,PERMIS_CONSTRUIRE,60 Rue de la République,13013,4e,2024-11-16,2025-03-06,INSTRUCTION
314,1357,PERMIS_CONSTRUIRE,122 Avenue du Prado,13007,7e,2024-02-15,2024-05-31,ACCEPTEE
315,2458,AUTORISATION_TRAVAUX,119 Boulevard National,13005,7e,2025-01-09,2025-04-03,REFUSEE
316,1506,AUTORISATION_TRAVAUX,54 Avenue du Prado,13010,3e,2025-08-01,2025-10-09,REFUSEE
317,1468,AUTORISATION_TRAVAUX,120 Rue de Lodi,13002,8e,2025-03-05,2025-04-07,ACCEPTEE
318,580,PERMIS_CONSTRUIRE,20 Avenue du Prado,13015,2e,2023-10-03,2024-01-17,REFUSEE
319,583,PERMIS_CONSTRUIRE,98 Rue de Lodi,13002,14e,2024-02-28,2024-04-30,INSTRUCTION
320,1737,PERMIS_CONSTRUIRE,236 Boulevard National,13016,10e,2025-08-28,2025-12-14,REFUSEE
321,1693,DECLARATION_PREALABLE,13 Rue Paradis,13003,2e,2023-03-31,2023-04-25,ENREGISTREE
322,344,AUTORISATION_TRAVAUX,44 Rue d'Aubagne,13015,14e,2023-08-07,2023-10-21,REFUSEE
323,1864,PERMIS_CONSTRUIRE,150 Rue Paradis,13007,12e,2025-05-30,2025-07-25,ENREGISTREE
324,536,AUTORISATION_TRAVAUX,69 Rue de Rome,13011,11e,2023-03-09,2023-05-13,INSTRUCTION
325,1528,AUTORISATION_TRAVAUX,58 Rue de la République,13014,15e,2025-06-22,2025-09-11,ACCEPTEE
326,299,PERMIS_CONSTRUIRE,7 Rue d'Aubagne,13007,10e,2023-10-28,2023-12-12,REFUSEE
327,1181,PERMIS_CONSTRUIRE,190 Avenue du Prado,13016,4e,2024-04-17,2024-05-21,REFUSEE
328,881,PERMIS_CONSTRUIRE,236 Rue de Rome,13012,5e,2024-12-18,2025-01-15,INSTRUCTION
329,2139,PERMIS_CONSTRUIRE,42 Boulevard Baille,13003,14e,2023-08-27,2023-09-27,INSTRUCTION
330,842,PERMIS_CONSTRUIRE,146 Rue de Lodi,13004,9e,2025-02-28,2025-06-07,ENREGISTREE
331,1960,AUTORISATION_TRAVAUX,167 Boulevard National,13004,4e,2024-11-02,2025-02-12,REFUSEE
332,1480,PERMIS_CONSTRUIRE,242 Rue de Lodi,13003,4e,2023-01-29,2023-02-08,REFUSEE
333,2132,PERMIS_CONSTRUIRE,30 Boulevard Baille,13013,6e,2023-10-08,2023-12-30,REFUSEE
334,1678,AUTORISATION_TRAVAUX,242 Rue d'Aubagne,13005,7e,2025-04-19,2025-08-03,ENREGISTREE
335,2992,DECLARATION_PREALABLE,132 Rue Saint-Ferréol,13002,5e,2024-03-12,2024-07-08,ENREGISTREE
336,2970,PERMIS_CONSTRUIRE,236 Boulevard National,13005,6e,2024-04-26,2024-07-18,INSTRUCTION
337,1206,PERMIS_CONSTRUIRE,231 Boulevard Baille,13012,14e,2024-02-03,2024-03-16,REFUSEE
338,1662,PERMIS_CONSTRUIRE,111 Rue Saint-Ferréol,13003,10e,2023-04-01,2023-06-13,ENREGISTREE
339,2207,AUTORISATION_TRAVAUX,127 Rue Paradis,13015,3e,2023-07-17,2023-08-05,REFUSEE
340,1049,PERMIS_CONSTRUIRE,63 Boulevard National,13005,15e,2023-01-11,2023-03-29,REFUSEE
341,2084,PERMIS_CONSTRUIRE,220 Rue Paradis,13006,10e,2023-01-15,2023-03-27,ENREGISTREE
342,1717,PERMIS_CONSTRUIRE,136 Rue Paradis,13009,16e,2024-11-23,2025-02-09,ENREGISTREE
343,22,PERMIS_CONSTRUIRE,157 Avenue du Prado,13009,14e,2025-10-14,2025-12-15,ENREGISTREE
344,2209,AUTORISATION_TRAVAUX,108 Rue de la République,13003,13e,2023-02-21,2023-03-20,INSTRUCTION
345,854,AUTORISATION_TRAVAUX,198 Rue d'Aubagne,13002,11e,2023-10-21,2024-01-19,ENREGISTREE
346,473,AUTORISATION_TRAVAUX,199 Rue de Lodi,13002,2e,2023-07-08,2023-09-13,ENREGISTREE
347,245,AUTORISATION_TRAVAUX,30 Boulevard Baille,13014,15e,2025-03-26,2025-06-13,ENREGISTREE
348,2278,PERMIS_CONSTRUIRE,135 Rue Paradis,13003,1e,2024-02-26,2024-05-19,INSTRUCTION
349,2446,AUTORISATION_TRAVAUX,143 Avenue du Prado,13001,8e,2024-10-18,2024-12-06,ENREGISTREE
350,751,PERMIS_CONSTRUIRE,17 Boulevard National,13016,15e,2023-01-02,2023-02-09,INSTRUCTION
351,13,PERMIS_CONSTRUIRE,226 Boulevard Baille,13016,5e,2023-05-25,2023-06-18,ENREGISTREE
352,900,PERMIS_CONSTRUIRE,99 Rue Paradis,13001,10e,2023-04-22,2023-06-25,INSTRUCTION
353,167,AUTORISATION_TRAVAUX,231 Rue Paradis,13013,10e,2024-10-07,2025-01-27,ACCEPTEE
354,1755,AUTORISATION_TRAVAUX,50 Rue de Lodi,13009,2e,2025-06-17,2025-09-03,ACCEPTEE
355,2196,DECLARATION_PREALABLE,172 Avenue du Prado,13008,4e,2023-11-15,2023-12-20,ENREGISTREE
356,2376,AUTORISATION_TRAVAUX,131 Boulevard Baille,13014,7e,2023-03-25,2023-05-17,ACCEPTEE
357,2800,PERMIS_CONSTRUIRE,240 Avenue du Prado,13005,8e,2025-06-08,2025-09-29,REFUSEE
358,1615,PERMIS_CONSTRUIRE,53 Rue Paradis,13008,15e,2023-01-30,2023-05-06,REFUSEE
359,378,DECLARATION_PREALABLE,108 Boulevard National,13007,4e,2023-10-09,2023-11-25,ENREGISTREE
360,1356,DECLARATION_PREALABLE,123 Boulevard National,13001,4e,2024-06-08,2024-09-15,ACCEPTEE
361,506,DECLARATION_PREALABLE,145 Rue Paradis,13002,15e,2025-10-07,2025-11-07,INSTRUCTION
362,709,PERMIS_CONSTRUIRE,43 Rue d'Aubagne,13012,2e,2023-10-13,2024-02-07,ACCEPTEE
363,2072,DECLARATION_PREALABLE,165 Rue Paradis,13016,6e,2023-10-30,2024-01-08,ENREGISTREE
364,2628,PERMIS_CONSTRUIRE,244 Boulevard National,13012,2e,2023-04-20,2023-05-25,REFUSEE
365,1735,AUTORISATION_TRAVAUX,26 Rue Paradis,13002,4e,2025-06-11,2025-08-22,INSTRUCTION
366,2919,AUTORISATION_TRAVAUX,239 Rue de la République,13001,13e,2024-07-06,2024-08-05,REFUSEE
367,400,DECLARATION_PREALABLE,119 Boulevard Baille,13014,4e,2024-04-02,2024-04-18,ACCEPTEE
368,2590,PERMIS_CONSTRUIRE,157 Rue Paradis,13009,6e,2024-03-12,2024-05-11,REFUSEE
369,2460,DECLARATION_PREALABLE,107 Rue d'Aubagne,13007,7e,2023-05-12,2023-07-22,ENREGISTREE
370,2616,AUTORISATION_TRAVAUX,247 Rue de Rome,13010,13e,2025-05-04,2025-08-26,INSTRUCTION
371,990,AUTORISATION_TRAVAUX,148 Boulevard Baille,13014,5e,2023-09-07,2023-10-12,REFUSEE
372,2209,AUTORISATION_TRAVAUX,159 Boulevard National,13006,13e,2024-07-27,2024-08-23,ACCEPTEE
373,2737,DECLARATION_PREALABLE,95 Boulevard Baille,13012,5e,2024-06-04,2024-08-01,ENREGISTREE
374,1586,DECLARATION_PREALABLE,195 Rue Paradis,13016,6e,2024-04-26,2024-06-20,ENREGISTREE
375,1982,AUTORISATION_TRAVAUX,69 Boulevard National,13003,9e,2023-06-08,2023-07-06,REFUSEE
376,1897,AUTORISATION_TRAVAUX,232 Rue Paradis,13007,9e,2024-08-10,2024-10-12,INSTRUCTION
377,1817,AUTORISATION_TRAVAUX,215 Boulevard Baille,13013,12e,2024-08-11,2024-10-06,INSTRUCTION
378,2011,AUTORISATION_TRAVAUX,125 Avenue du Prado,13007,6e,2023-03-04,2023-03-22,INSTRUCTION
379,955,PERMIS_CONSTRUIRE,1 Rue Paradis,13007,15e,2024-05-21,2024-09-06,REFUSEE
380,365,AUTORISATION_TRAVAUX,20 Rue Paradis,13010,8e,2023-08-31,2023-11-25,ENREGISTREE
381,2943,DECLARATION_PREALABLE,205 Rue Paradis,13007,8e,2023-12-07,2024-01-27,ENREGISTREE
382,413,PERMIS_CONSTRUIRE,142 Boulevard National,13005,15e,2025-09-26,2025-12-31,INSTRUCTION
383,2054,PERMIS_CONSTRUIRE,85 Rue Paradis,13002,16e,2025-08-13,2025-08-23,ENREGISTREE
384,935,PERMIS_CONSTRUIRE,228 Rue Saint-Ferréol,13009,8e,2023-08-06,2023-11-04,ACCEPTEE
385,2438,PERMIS_CONSTRUIRE,206 Rue Saint-Ferréol,13002,9e,2025-02-15,2025-06-07,INSTRUCTION
386,715,PERMIS_CONSTRUIRE,106 Rue d'Aubagne,13001,12e,2024-05-22,2024-08-31,ENREGISTREE
387,2834,PERMIS_CONSTRUIRE,86 Avenue du Prado,13012,3e,2024-02-11,2024-05-09,ENREGISTREE
388,1878,AUTORISATION_TRAVAUX,38 Rue de Rome,13006,12e,2024-11-12,2024-12-31,REFUSEE
389,2619,AUTORISATION_TRAVAUX,216 Rue de la République,13014,3e,2024-11-15,2024-12-19,REFUSEE
390,466,PERMIS_CONSTRUIRE,59 Avenue du Prado,13015,6e,2024-11-12,2024-12-18,REFUSEE
391,2622,PERMIS_CONSTRUIRE,145 Rue de la République,13005,5e,2024-03-18,2024-04-21,ACCEPTEE
392,2235,DECLARATION_PREALABLE,165 Rue Saint-Ferréol,13001,2e,2025-05-16,2025-09-12,INSTRUCTION
393,7,PERMIS_CONSTRUIRE,137 Rue Saint-Ferréol,13008,14e,2024-06-16,2024-09-15,INSTRUCTION
394,2037,AUTORISATION_TRAVAUX,37 Rue de Lodi,13005,4e,2025-10-21,2026-02-06,REFUSEE
395,216,AUTORISATION_TRAVAUX,242 Avenue du Prado,13009,9e,2024-01-03,2024-03-03,INSTRUCTION
396,2612,AUTORISATION_TRAVAUX,93 Rue Saint-Ferréol,13012,5e,2023-08-01,2023-09-05,ENREGISTREE
397,1524,AUTORISATION_TRAVAUX,97 Rue d'Aubagne,13011,4e,2024-06-12,2024-07-14,REFUSEE
398,2811,DECLARATION_PREALABLE,140 Rue de la République,13009,9e,2023-12-12,2023-12-23,REFUSEE
399,1630,AUTORISATION_TRAVAUX,144 Rue de Lodi,13004,1e,2024-02-01,2024-02-19,REFUSEE
400,2856,PERMIS_CONSTRUIRE,209 Rue de Rome,13002,7e,2025-01-13,2025-03-18,ACCEPTEE
401,1488,DECLARATION_PREALABLE,102 Boulevard National,13008,8e,2023-05-28,2023-06-10,INSTRUCTION
402,1902,AUTORISATION_TRAVAUX,178 Rue Paradis,13004,1e,2023-12-28,2024-03-31,ENREGISTREE
403,348,AUTORISATION_TRAVAUX,115 Rue Paradis,13011,7e,2025-08-22,2025-11-01,ENREGISTREE
404,755,DECLARATION_PREALABLE,194 Boulevard Baille,13002,11e,2024-10-15,2024-12-03,ACCEPTEE
405,2527,DECLARATION_PREALABLE,4 Rue de Lodi,13003,3e,2023-04-01,2023-07-05,REFUSEE
406,1535,DECLARATION_PREALABLE,203 Rue Paradis,13015,1e,2025-10-31,2025-12-05,REFUSEE
407,2245,PERMIS_CONSTRUIRE,40 Avenue du Prado,13001,1e,2024-04-08,2024-05-16,ENREGISTREE
408,977,PERMIS_CONSTRUIRE,197 Rue de Rome,13008,16e,2023-09-11,2023-10-14,REFUSEE
409,2320,PERMIS_CONSTRUIRE,237 Rue Paradis,13008,6e,2023-12-16,2024-03-22,INSTRUCTION
410,2584,PERMIS_CONSTRUIRE,77 Avenue du Prado,13002,1e,2023-08-20,2023-11-23,ACCEPTEE
411,2088,AUTORISATION_TRAVAUX,41 Rue Paradis,13001,13e,2023-02-10,2023-03-30,INSTRUCTION
412,1825,DECLARATION_PREALABLE,38 Boulevard National,13009,16e,2024-01-09,2024-02-25,ENREGISTREE
413,740,DECLARATION_PREALABLE,7 Boulevard Baille,13005,12e,2025-08-08,2025-12-02,INSTRUCTION
414,2231,DECLARATION_PREALABLE,86 Boulevard National,13001,6e,2025-07-13,2025-11-02,REFUSEE
415,471,AUTORISATION_TRAVAUX,167 Rue Saint-Ferréol,13011,2e,2024-08-13,2024-11-08,ENREGISTREE
416,1926,PERMIS_CONSTRUIRE,227 Rue de Rome,13013,9e,2025-01-23,2025-02-12,ENREGISTREE
417,1167,AUTORISATION_TRAVAUX,53 Avenue du Prado,13007,8e,2023-11-18,2023-12-17,ENREGISTREE
418,2851,AUTORISATION_TRAVAUX,249 Avenue du Prado,13016,3e,2023-05-06,2023-06-09,ENREGISTREE
419,1284,DECLARATION_PREALABLE,169 Boulevard National,13010,4e,2024-05-18,2024-08-07,ENREGISTREE
420,2016,PERMIS_CONSTRUIRE,70 Rue Saint-Ferréol,13009,6e,2023-07-04,2023-09-29,REFUSEE
421,1238,PERMIS_CONSTRUIRE,221 Rue de Lodi,13012,5e,2023-09-21,2024-01-04,ENREGISTREE
422,2722,DECLARATION_PREALABLE,57 Rue de Lodi,13007,8e,2023-12-27,2024-04-01,INSTRUCTION
423,534,PERMIS_CONSTRUIRE,9 Rue Paradis,13002,15e,2025-02-19,2025-04-27,INSTRUCTION
424,1341,DECLARATION_PREALABLE,173 Rue de Lodi,13004,15e,2023-12-05,2024-02-21,ENREGISTREE
425,869,DECLARATION_PREALABLE,191 Avenue du Prado,13009,12e,2025-03-20,2025-05-05,REFUSEE
426,1331,AUTORISATION_TRAVAUX,118 Rue de Lodi,13001,14e,2023-08-19,2023-11-01,REFUSEE
427,765,AUTORISATION_TRAVAUX,113 Rue d'Aubagne,13012,14e,2024-07-30,2024-09-13,REFUSEE
428,2291,PERMIS_CONSTRUIRE,8 Rue d'Aubagne,13006,12e,2023-06-28,2023-08-10,INSTRUCTION
429,1030,AUTORISATION_TRAVAUX,111 Rue de Rome,13009,12e,2025-04-22,2025-06-21,ENREGISTREE
430,2691,AUTORISATION_TRAVAUX,1 Rue de Lodi,13005,15e,2024-06-12,2024-09-02,REFUSEE
431,372,PERMIS_CONSTRUIRE,164 Rue Paradis,13015,1e,2023-03-05,2023-06-24,ENREGISTREE
432,1117,DECLARATION_PREALABLE,236 Rue de la République,13013,16e,2024-04-13,2024-05-18,INSTRUCTION
433,2962,AUTORISATION_TRAVAUX,204 Rue de Lodi,13006,1e,2024-03-03,2024-05-01,REFUSEE
434,461,DECLARATION_PREALABLE,134 Boulevard Baille,13002,3e,2025-05-25,2025-07-16,REFUSEE
435,1730,PERMIS_CONSTRUIRE,205 Rue de Rome,13011,16e,2025-10-11,2026-01-19,INSTRUCTION
436,2273,AUTORISATION_TRAVAUX,209 Avenue du Prado,13008,10e,2023-09-02,2023-10-18,INSTRUCTION
437,2021,PERMIS_CONSTRUIRE,105 Boulevard National,13016,3e,2024-02-03,2024-03-04,ACCEPTEE
438,1201,PERMIS_CONSTRUIRE,140 Boulevard Baille,13015,12e,2025-02-12,2025-03-23,ENREGISTREE
439,1931,DECLARATION_PREALABLE,140 Boulevard Baille,13016,13e,2023-09-05,2023-09-24,ACCEPTEE
440,2545,AUTORISATION_TRAVAUX,201 Boulevard Baille,13001,5e,2024-01-07,2024-04-06,ENREGISTREE
441,1811,AUTORISATION_TRAVAUX,177 Boulevard National,13014,12e,2023-08-02,2023-11-23,ACCEPTEE
442,317,DECLARATION_PREALABLE,98 Rue Paradis,13009,5e,2025-01-08,2025-02-20,INSTRUCTION
443,2386,AUTORISATION_TRAVAUX,227 Rue de Lodi,13003,16e,2023-01-14,2023-02-16,REFUSEE
444,854,PERMIS_CONSTRUIRE,21 Rue de Lodi,13013,6e,2023-05-18,2023-07-03,INSTRUCTION
445,2716,AUTORISATION_TRAVAUX,39 Rue de la République,13008,3e,2025-08-12,2025-10-30,ENREGISTREE
446,554,AUTORISATION_TRAVAUX,33 Boulevard Baille,13016,13e,2023-09-14,2023-12-10,INSTRUCTION
447,929,AUTORISATION_TRAVAUX,10 Rue de la République,13008,4e,2023-06-16,2023-10-06,INSTRUCTION
448,1743,AUTORISATION_TRAVAUX,230 Boulevard National,13010,5e,2023-05-15,2023-07-12,REFUSEE
449,1755,PERMIS_CONSTRUIRE,99 Rue de Lodi,13016,5e,2024-11-26,2025-02-23,INSTRUCTION
450,2287,AUTORISATION_TRAVAUX,209 Rue de Lodi,13006,13e,2024-08-07,2024-08-21,REFUSEE
451,2804,AUTORISATION_TRAVAUX,21 Rue d'Aubagne,13010,6e,2023-01-08,2023-03-05,INSTRUCTION
452,1338,DECLARATION_PREALABLE,185 Rue Paradis,13013,7e,2023-01-23,2023-02-10,ENREGISTREE
453,1727,PERMIS_CONSTRUIRE,212 Avenue du Prado,13008,2e,2025-04-29,2025-05-29,INSTRUCTION
454,2423,PERMIS_CONSTRUIRE,107 Rue Paradis,13010,16e,2023-01-12,2023-04-16,INSTRUCTION
455,1645,PERMIS_CONSTRUIRE,200 Boulevard National,13006,16e,2025-09-02,2025-10-17,INSTRUCTION
456,1783,DECLARATION_PREALABLE,199 Rue Paradis,13002,15e,2023-05-16,2023-06-11,REFUSEE
457,1385,AUTORISATION_TRAVAUX,62 Rue Paradis,13011,16e,2024-03-06,2024-06-30,ENREGISTREE
458,194,DECLARATION_PREALABLE,195 Rue de la République,13010,9e,2023-04-07,2023-06-22,ACCEPTEE
459,1250,PERMIS_CONSTRUIRE,90 Avenue du Prado,13002,14e,2024-05-14,2024-07-07,ACCEPTEE
460,411,PERMIS_CONSTRUIRE,165 Rue de la République,13014,12e,2023-04-06,2023-04-27,ACCEPTEE
461,2610,AUTORISATION_TRAVAUX,86 Rue de Rome,13006,14e,2025-06-10,2025-09-04,ACCEPTEE
462,1539,PERMIS_CONSTRUIRE,91 Rue de Rome,13007,10e,2025-01-17,2025-03-21,REFUSEE
463,883,DECLARATION_PREALABLE,45 Rue de Lodi,13008,2e,2024-10-19,2025-01-22,ENREGISTREE
464,2639,PERMIS_CONSTRUIRE,115 Rue Saint-Ferréol,13014,12e,2023-02-25,2023-05-11,INSTRUCTION
465,2778,DECLARATION_PREALABLE,233 Rue Paradis,13009,7e,2024-03-05,2024-06-18,INSTRUCTION
466,4,PERMIS_CONSTRUIRE,114 Avenue du Prado,13006,11e,2024-08-09,2024-12-04,ACCEPTEE
467,2974,PERMIS_CONSTRUIRE,19 Rue Paradis,13016,9e,2024-01-16,2024-02-11,INSTRUCTION
468,2098,PERMIS_CONSTRUIRE,222 Rue de la République,13010,8e,2024-05-12,2024-08-21,ENREGISTREE
