demande_id,citoyen_id,type_demande,date_demande,date_traitement,statut,mode_retrait
737,1734,ACTE_DECES,2025-02-05,2025-02-09,ENREGISTREE,COURRIER
738,284,ACTE_DECES,2023-04-29,2023-05-11,REFUSEE,GUICHET
739,1023,ACTE_NAISSANCE,2024-08-21,2024-08-21,REFUSEE,EN_LIGNE
740,725,ACTE_DECES,2024-03-25,2024-04-06,ENREGISTREE,GUICHET
741,8,LIVRET_FAMILLE,2024-02-13,2024-02-18,TERMINEE,EN_LIGNE
742,976,LIVRET_FAMILLE,2025-02-22,2025-02-26,TERMINEE,COURRIER
743,1581,ACTE_MARIAGE,2024-04-19,2024-05-02,REFUSEE,COURRIER
744,441,LIVRET_FAMILLE,2024-08-10,2024-08-21,EN_COURS,EN_LIGNE
745,1810,LIVRET_FAMILLE,2025-08-02,2025-08-18,REFUSEE,EN_LIGNE
746,1682,ACTE_DECES,2024-08-03,2024-08-10,ENREGISTREE,EN_LIGNE
747,681,ACTE_DECES,2024-07-18,2024-07-29,REFUSEE,COURRIER
748,2260,ACTE_NAISSANCE,2023-02-12,2023-03-03,EN_COURS,EN_LIGNE
749,1926,LIVRET_FAMILLE,2023-12-13,2023-12-22,ENREGISTREE,GUICHET
750,2562,ACTE_NAISSANCE,2023-08-04,2023-08-08,TERMINEE,COURRIER
751,2021,ACTE_DECES,2024-01-21,2024-01-27,EN_COURS,GUICHET
752,20,ACTE_MARIAGE,2023-01-26,2023-02-10,EN_COURS,COURRIER
753,2745,ACTE_MARIAGE,2025-07-17,2025-07-20,TERMINEE,GUICHET
754,2446,LIVRET_FAMILLE,2025-09-27,2025-10-12,ENREGISTREE,GUICHET
755,2326,ACTE_MARIAGE,2025-03-24,2025-04-10,REFUSEE,EN_LIGNE
756,2823,LIVRET_FAMILLE,2024-02-06,2024-02-08,EN_COURS,EN_LIGNE
757,1093,LIVRET_FAMILLE,2025-01-23,2025-02-05,ENREGISTREE,EN_LIGNE
758,556,ACTE_DECES,2023-07-14,2023-07-23,REFUSEE,EN_LIGNE
759,90,ACTE_MARIAGE,2025-01-20,2025-02-01,ENREGISTREE,GUICHET
760,1744,ACTE_DECES,2023-01-20,2023-02-04,TERMINEE,EN_LIGNE
761,2403,ACTE_NAISSANCE,2023-03-26,2023-04-02,ENREGISTREE,EN_LIGNE
762,756,LIVRET_FAMILLE,2024-04-08,2024-04-13,ENREGISTREE,GUICHET
763,2657,LIVRET_FAMILLE,2023-06-27,2023-07-10,REFUSEE,EN_LIGNE
764,253,ACTE_MARIAGE,2023-07-11,2023-07-27,REFUSEE,EN_LIGNE
765,347,ACTE_MARIAGE,2023-10-18,2023-10-26,REFUSEE,EN_LIGNE
766,1401,ACTE_MARIAGE,2024-12-09,2024-12-25,TERMINEE,COURRIER
767,2934,LIVRET_FAMILLE,2024-02-04,2024-02-08,EN_COURS,COURRIER
768,1974,ACTE_NAISSANCE,2024-12-16,2024-12-30,TERMINEE,GUICHET
769,2993,ACTE_NAISSANCE,2024-06-30,2024-07-18,TERMINEE,COURRIER
770,651,LIVRET_FAMILLE,2024-06-30,2024-07-17,REFUSEE,EN_LIGNE
771,1852,ACTE_NAISSANCE,2025-01-22,2025-01-26,REFUSEE,EN_LIGNE
772,1577,LIVRET_FAMILLE,2025-08-09,2025-08-10,ENREGISTREE,GUICHET
773,2115,LIVRET_FAMILLE,2023-08-05,2023-08-08,TERMINEE,GUICHET
774,1555,ACTE_MARIAGE,2023-10-05,2023-10-07,TERMINEE,GUICHET
775,2758,ACTE_NAISSANCE,2023-07-30,2023-08-10,EN_COURS,GUICHET
776,1626,ACTE_DECES,2024-01-20,2024-01-20,REFUSEE,GUICHET
777,1854,ACTE_MARIAGE,2024-10-23,2024-10-31,REFUSEE,EN_LIGNE
778,1361,ACTE_DECES,2025-05-16,2025-05-20,TERMINEE,GUICHET
779,645,LIVRET_FAMILLE,2025-09-19,2025-10-06,TERMINEE,EN_LIGNE
780,1284,ACTE_NAISSANCE,2025-06-01,2025-06-15,REFUSEE,COURRIER
781,66,ACTE_NAISSANCE,2024-07-13,2024-07-21,TERMINEE,GUICHET
782,1203,ACTE_NAISSANCE,2024-04-03,2024-04-15,REFUSEE,EN_LIGNE
783,1739,ACTE_NAISSANCE,2023-06-01,2023-06-14,TERMINEE,COURRIER
784,1298,LIVRET_FAMILLE,2024-03-09,2024-03-14,EN_COURS,EN_LIGNE
785,739,ACTE_DECES,2024-01-23,2024-02-04,ENREGISTREE,EN_LIGNE
786,2172,ACTE_NAISSANCE,2025-06-30,2025-07-03,TERMINEE,COURRIER
787,212,ACTE_NAISSANCE,2023-12-22,2024-01-03,ENREGISTREE,EN_LIGNE
788,887,LIVRET_FAMILLE,2023-09-02,2023-09-10,REFUSEE,COURRIER
789,2743,ACTE_MARIAGE,2025-10-06,2025-10-23,REFUSEE,EN_LIGNE
790,630,ACTE_DECES,2023-04-04,2023-04-08,TERMINEE,COURRIER
791,635,ACTE_DECES,2023-01-13,2023-01-14,TERMINEE,EN_LIGNE
792,354,ACTE_NAISSANCE,2024-05-25,2024-05-26,ENREGISTREE,EN_LIGNE
793,2277,ACTE_NAISSANCE,2024-04-20,2024-05-08,REFUSEE,EN_LIGNE
794,2631,ACTE_MARIAGE,2024-07-29,2024-07-31,REFUSEE,GUICHET
795,749,ACTE_MARIAGE,2025-04-27,2025-05-05,TERMINEE,COURRIER
796,220,ACTE_NAISSANCE,2023-01-03,2023-01-05,ENREGISTREE,COURRIER
797,2738,ACTE_MARIAGE,2024-07-04,2024-07-18,ENREGISTREE,GUICHET
798,735,LIVRET_FAMILLE,2025-03-24,2025-03-29,REFUSEE,GUICHET
799,2322,ACTE_MARIAGE,2024-06-25,2024-07-10,TERMINEE,GUICHET
800,2791,ACTE_MARIAGE,2024-10-29,2024-11-17,REFUSEE,EN_LIGNE
801,1833,LIVRET_FAMILLE,2024-05-12,2024-05-19,REFUSEE,GUICHET
802,1232,ACTE_MARIAGE,2025-07-24,2025-08-13,EN_COURS,COURRIER
803,1150,ACTE_DECES,2023-07-03,2023-07-14,EN_COURS,EN_LIGNE
804,2448,LIVRET_FAMILLE,2025-09-15,2025-09-26,EN_COURS,GUICHET
805,568,ACTE_NAISSANCE,2023-01-16,2023-01-31,EN_COURS,EN_LIGNE
806,1374,ACTE_NAISSANCE,2023-05-04,2023-05-22,ENREGISTREE,COURRIER
807,1202,LIVRET_FAMILLE,2025-01-26,2025-02-10,ENREGISTREE,EN_LIGNE
808,1922,LIVRET_FAMILLE,2023-03-16,2023-03-18,TERMINEE,GUICHET
809,1063,ACTE_DECES,2024-10-08,2024-10-10,TERMINEE,EN_LIGNE
810,2265,ACTE_MARIAGE,2024-02-25,2024-03-10,EN_COURS,COURRIER
811,2186,ACTE_DECES,2024-11-13,2024-11-23,TERMINEE,COURRIER
812,357,LIVRET_FAMILLE,2023-04-25,2023-05-10,EN_COURS,GUICHET
813,1988,LIVRET_FAMILLE,2023-02-04,2023-02-22,REFUSEE,EN_LIGNE
814,1865,ACTE_MARIAGE,2025-02-21,2025-02-22,EN_COURS,GUICHET
815,908,ACTE_NAISSANCE,2023-02-08,2023-02-16,EN_COURS,COURRIER
816,1548,LIVRET_FAMILLE,2023-01-16,2023-01-17,TERMINEE,EN_LIGNE
817,586,ACTE_MARIAGE,2023-12-03,2023-12-04,REFUSEE,GUICHET
818,2924,LIVRET_FAMILLE,2023-02-11,2023-02-19,ENREGISTREE,GUICHET
819,1081,LIVRET_FAMILLE,2023-11-25,2023-12-11,REFUSEE,GUICHET
820,825,ACTE_NAISSANCE,2023-01-10,2023-01-16,ENREGISTREE,COURRIER
821,1932,ACTE_DECES,2025-07-25,2025-07-26,REFUSEE,GUICHET
822,1587,LIVRET_FAMILLE,2025-06-20,2025-07-07,EN_COURS,COURRIER
823,839,ACTE_NAISSANCE,2023-10-23,2023-11-07,TERMINEE,GUICHET
824,625,LIVRET_FAMILLE,2024-06-25,2024-07-14,EN_COURS,EN_LIGNE
825,2251,LIVRET_FAMILLE,2023-09-13,2023-09-19,TERMINEE,GUICHET
826,1114,ACTE_MARIAGE,2024-08-10,2024-08-20,TERMINEE,EN_LIGNE
827,2758,ACTE_NAISSANCE,2025-04-03,2025-04-13,TERMINEE,EN_LIGNE
828,2267,ACTE_NAISSANCE,2023-05-27,2023-06-12,REFUSEE,EN_LIGNE
829,1989,LIVRET_FAMILLE,2023-11-02,2023-11-19,REFUSEE,COURRIER
830,1770,ACTE_NAISSANCE,2025-01-15,2025-01-17,ENREGISTREE,EN_LIGNE
831,822,ACTE_DECES,2024-03-09,2024-03-26,EN_COURS,EN_LIGNE
832,2519,ACTE_DECES,2023-10-01,2023-10-17,ENREGISTREE,COURRIER
833,108,LIVRET_FAMILLE,2024-02-01,2024-02-17,ENREGISTREE,COURRIER
834,2347,LIVRET_FAMILLE,2024-05-12,2024-05-14,REFUSEE,GUICHET
835,1421,ACTE_MARIAGE,2025-07-15,2025-07-25,ENREGISTREE,COURRIER
836,134,ACTE_MARIAGE,2023-03-27,2023-04-08,ENREGISTREE,EN_LIGNE
837,2447,ACTE_DECES,2025-10-22,2025-10-28,ENREGISTREE,COURRIER
838,2468,ACTE_MARIAGE,2024-09-05,2024-09-08,EN_COURS,COURRIER
839,1144,ACTE_MARIAGE,2023-11-08,2023-11-17,REFUSEE,COURRIER
840,1428,ACTE_DECES,2023-09-02,2023-09-04,TERMINEE,EN_LIGNE
841,651,ACTE_DECES,2024-08-04,2024-08-22,TERMINEE,EN_LIGNE
842,2141,LIVRET_FAMILLE,2023-07-11,2023-07-30,REFUSEE,EN_LIGNE
843,2494,ACTE_NAISSANCE,2023-09-16,2023-09-23,REFUSEE,EN_LIGNE
844,1624,ACTE_NAISSANCE,2023-07-31,2023-08-07,TERMINEE,EN_LIGNE
845,2556,LIVRET_FAMILLE,2024-10-18,2024-11-02,ENREGISTREE,COURRIER
846,2380,ACTE_NAISSANCE,2024-07-28,2024-08-06,ENREGISTREE,EN_LIGNE
847,717,LIVRET_FAMILLE,2024-08-06,2024-08-09,ENREGISTREE,GUICHET
848,1275,ACTE_DECES,2024-04-24,2024-05-14,REFUSEE,COURRIER
849,100,ACTE_NAISSANCE,2023-03-10,2023-03-11,REFUSEE,COURRIER
850,2535,ACTE_NAISSANCE,2024-04-08,2024-04-09,TERMINEE,COURRIER
851,55,ACTE_DECES,2023-04-19,2023-04-26,EN_COURS,COURRIER
852,1150,LIVRET_FAMILLE,2025-03-18,2025-03-24,ENREGISTREE,COURRIER
853,2953,ACTE_NAISSANCE,2025-04-11,2025-04-23,ENREGISTREE,EN_LIGNE
854,2946,ACTE_NAISSANCE,2024-10-03,2024-10-14,EN_COURS,COURRIER
855,2127,LIVRET_FAMILLE,2025-08-11,2025-08-23,EN_COURS,COURRIER
856,2357,ACTE_DECES,2024-12-04,2024-12-24,EN_COURS,EN_LIGNE
857,1755,ACTE_MARIAGE,2023-08-03,2023-08-03,EN_COURS,GUICHET
858,306,LIVRET_FAMILLE,2024-11-16,2024-11-23,TERMINEE,GUICHET
859,493,ACTE_MARIAGE,2025-06-10,2025-06-15,REFUSEE,COURRIER
860,945,LIVRET_FAMILLE,2025-05-03,2025-05-11,TERMINEE,EN_LIGNE
861,1596,ACTE_MARIAGE,2025-06-06,2025-06-17,EN_COURS,GUICHET
862,514,ACTE_MARIAGE,2025-07-25,2025-08-02,ENREGISTREE,GUICHET
863,1744,LIVRET_FAMILLE,2025-04-25,2025-05-13,REFUSEE,GUICHET
864,1255,ACTE_DECES,2023-12-06,2023-12-26,TERMINEE,GUICHET
865,1164,ACTE_DECES,2023-05-22,2023-06-04,TERMINEE,COURRIER
866,1219,ACTE_MARIAGE,2024-01-10,2024-01-17,TERMINEE,EN_LIGNE
867,2233,LIVRET_FAMILLE,2025-05-08,2025-05-08,ENREGISTREE,EN_LIGNE
868,1295,ACTE_DECES,2023-10-18,2023-10-19,REFUSEE,EN_LIGNE
869,159,LIVRET_FAMILLE,2023-08-17,2023-08-19,REFUSEE,COURRIER
870,2089,ACTE_DECES,2023-04-22,2023-04-22,EN_COURS,COURRIER
871,2837,LIVRET_FAMILLE,2024-08-21,2024-08-21,EN_COURS,EN_LIGNE
872,2125,ACTE_MARIAGE,2025-04-17,2025-04-28,REFUSEE,EN_LIGNE
873,1682,ACTE_NAISSANCE,2023-07-03,2023-07-19,ENREGISTREE,GUICHET
874,1001,ACTE_MARIAGE,2023-06-20,2023-07-06,REFUSEE,EN_LIGNE
875,1711,LIVRET_FAMILLE,2024-11-14,2024-11-23,TERMINEE,GUICHET
876,1106,ACTE_MARIAGE,2023-04-16,2023-05-01,EN_COURS,COURRIER
877,1913,ACTE_NAISSANCE,2024-01-19,2024-01-24,REFUSEE,EN_LIGNE
878,921,ACTE_NAISSANCE,2024-11-11,2024-11-26,REFUSEE,GUICHET
879,1830,LIVRET_FAMILLE,2024-02-29,2024-03-09,TERMINEE,COURRIER
880,151,ACTE_DECES,2024-03-20,2024-04-06,TERMINEE,EN_LIGNE
881,2101,LIVRET_FAMILLE,2023-03-25,2023-04-05,TERMINEE,COURRIER
882,1474,ACTE_NAISSANCE,2025-06-10,2025-06-26,ENREGISTREE,EN_LIGNE
883,1434,ACTE_DECES,2023-02-05,2023-02-20,TERMINEE,COURRIER
884,2377,ACTE_DECES,2023-02-14,2023-02-17,ENREGISTREE,GUICHET
885,2511,ACTE_MARIAGE,2024-11-05,2024-11-10,REFUSEE,GUICHET
886,633,LIVRET_FAMILLE,2023-03-14,2023-04-02,REFUSEE,COURRIER
887,20,LIVRET_FAMILLE,2025-06-24,2025-07-11,ENREGISTREE,COURRIER
888,2180,ACTE_NAISSANCE,2024-05-16,2024-05-27,REFUSEE,GUICHET
889,1106,ACTE_NAISSANCE,2023-02-10,2023-02-16,ENREGISTREE,GUICHET
890,2397,LIVRET_FAMILLE,2023-11-16,2023-11-22,EN_COURS,COURRIER
891,2177,ACTE_NAISSANCE,2025-04-03,2025-04-05,TERMINEE,COURRIER
892,2586,ACTE_DECES,2024-03-10,2024-03-29,TERMINEE,COURRIER
893,2611,ACTE_MARIAGE,2024-09-20,2024-10-03,TERMINEE,GUICHET
894,844,ACTE_MARIAGE,2024-09-18,2024-09-23,TERMINEE,GUICHET
895,2968,ACTE_DECES,2023-08-07,2023-08-21,EN_COURS,GUICHET
896,1827,ACTE_NAISSANCE,2024-01-05,2024-01-16,EN_COURS,COURRIER
897,569,ACTE_MARIAGE,2023-07-29,2023-08-09,ENREGISTREE,COURRIER
898,403,ACTE_DECES,2024-07-05,2024-07-21,REFUSEE,EN_LIGNE
899,2691,LIVRET_FAMILLE,2023-03-28,2023-04-11,TERMINEE,GUICHET
900,1999,ACTE_DECES,2023-05-02,2023-05-02,REFUSEE,COURRIER
901,1100,ACTE_MARIAGE,2024-10-10,2024-10-30,EN_COURS,COURRIER
902,103,ACTE_MARIAGE,2024-04-27,2024-05-17,ENREGISTREE,COURRIER
903,499,ACTE_DECES,2023-02-01,2023-02-06,TERMINEE,EN_LIGNE
904,2652,LIVRET_FAMILLE,2023-07-03,2023-07-06,TERMINEE,COURRIER
905,1678,ACTE_MARIAGE,2025-01-05,2025-01-16,REFUSEE,EN_LIGNE
906,2149,ACTE_DECES,2023-06-28,2023-07-09,REFUSEE,GUICHET
907,1963,ACTE_MARIAGE,2024-12-05,2024-12-22,REFUSEE,EN_LIGNE
908,2640,ACTE_DECES,2025-10-18,2025-11-02,ENREGISTREE,GUICHET
909,924,ACTE_DECES,2024-06-30,2024-07-14,REFUSEE,COURRIER
910,818,ACTE_NAISSANCE,2023-06-19,2023-07-03,TERMINEE,GUICHET
911,1511,ACTE_MARIAGE,2023-05-08,2023-05-17,TERMINEE,COURRIER
912,1912,ACTE_NAISSANCE,2025-10-17,2025-11-01,ENREGISTREE,COURRIER
913,311,ACTE_DECES,2024-03-20,2024-04-02,EN_COURS,GUICHET
914,347,ACTE_MARIAGE,2023-12-13,2024-01-02,EN_COURS,COURRIER
915,1811,ACTE_DECES,2023-04-03,2023-04-17,TERMINEE,GUICHET
916,2965,ACTE_NAISSANCE,2025-06-17,2025-06-20,TERMINEE,COURRIER
917,2029,ACTE_DECES,2024-10-26,2024-10-29,ENREGISTREE,EN_LIGNE
918,1365,ACTE_DECES,2024-05-22,2024-06-08,TERMINEE,GUICHET
919,2842,ACTE_NAISSANCE,2025-06-27,2025-06-29,REFUSEE,GUICHET
920,1034,LIVRET_FAMILLE,2024-10-30,2024-11-17,TERMINEE,EN_LIGNE
921,1041,ACTE_MARIAGE,2025-08-04,2025-08-09,ENREGISTREE,EN_LIGNE
922,2936,ACTE_NAISSANCE,2025-09-26,2025-10-13,TERMINEE,EN_LIGNE
923,2910,ACTE_DECES,2023-12-09,2023-12-25,TERMINEE,EN_LIGNE
924,2986,ACTE_NAISSANCE,2024-04-24,2024-05-14,TERMINEE,COURRIER
925,2482,ACTE_NAISSANCE,2024-07-29,2024-08-12,ENREGISTREE,EN_LIGNE
926,1773,LIVRET_FAMILLE,2024-04-09,2024-04-25,TERMINEE,EN_LIGNE
927,2571,LIVRET_FAMILLE,2023-12-26,2023-12-31,EN_COURS,EN_LIGNE
928,2617,ACTE_MARIAGE,2024-07-01,2024-07-12,ENREGISTREE,COURRIER
929,1161,ACTE_NAISSANCE,2023-06-20,2023-06-28,REFUSEE,COURRIER
930,838,LIVRET_FAMILLE,2024-06-14,2024-06-18,TERMINEE,EN_LIGNE
931,1101,ACTE_NAISSANCE,2024-11-30,2024-12-16,ENREGISTREE,EN_LIGNE
932,2926,LIVRET_FAMILLE,2024-07-07,2024-07-22,REFUSEE,COURRIER
933,2445,LIVRET_FAMILLE,2025-02-18,2025-02-21,REFUSEE,EN_LIGNE
934,853,ACTE_DECES,2023-10-12,2023-10-16,REFUSEE,GUICHET
935,2810,LIVRET_FAMILLE,2023-01-22,2023-02-03,TERMINEE,GUICHET
936,372,LIVRET_FAMILLE,2024-04-05,2024-04-19,REFUSEE,EN_LIGNE
937,2775,ACTE_NAISSANCE,2025-01-07,2025-01-24,REFUSEE,COURRIER
938,2335,ACTE_MARIAGE,2023-01-05,2023-01-05,ENREGISTREE,EN_LIGNE
939,727,ACTE_NAISSANCE,2024-01-24,2024-01-29,REFUSEE,COURRIER
940,1534,ACTE_DECES,2024-04-19,2024-04-29,REFUSEE,EN_LIGNE
941,2140,LIVRET_FAMILLE,2023-01-31,2023-02-04,ENREGISTREE,COURRIER
942,2596,ACTE_DECES,2024-06-07,2024-06-16,ENREGISTREE,EN_LIGNE
943,1739,ACTE_NAISSANCE,2025-02-17,2025-03-08,TERMINEE,GUICHET
944,2329,ACTE_DECES,2024-03-02,2024-03-17,TERMINEE,COURRIER
945,883,ACTE_NAISSANCE,2024-08-27,2024-09-04,EN_COURS,COURRIER
946,2089,LIVRET_FAMILLE,2024-06-27,2024-07-05,REFUSEE,GUICHET
947,632,LIVRET_FAMILLE,2023-07-19,2023-08-02,ENREGISTREE,EN_LIGNE
948,973,LIVRET_FAMILLE,2023-03-31,2023-04-06,EN_COURS,COURRIER
949,1782,LIVRET_FAMILLE,2023-11-13,2023-11-21,ENREGISTREE,GUICHET
950,1521,LIVRET_FAMILLE,2025-08-30,2025-09-15,REFUSEE,EN_LIGNE
951,2926,ACTE_NAISSANCE,2024-10-30,2024-11-01,ENREGISTREE,GUICHET
952,676,ACTE_NAISSANCE,2025-08-01,2025-08-14,EN_COURS,GUICHET
953,2458,ACTE_MARIAGE,2024-02-27,2024-03-15,EN_COURS,EN_LIGNE
954,1010,ACTE_NAISSANCE,2023-10-31,2023-11-13,REFUSEE,GUICHET
955,2043,LIVRET_FAMILLE,2024-02-02,2024-02-20,ENREGISTREE,COURRIER
956,2725,ACTE_DECES,2024-03-05,2024-03-13,TERMINEE,COURRIER
957,1510,LIVRET_FAMILLE,2023-07-30,2023-08-03,EN_COURS,EN_LIGNE
958,264,ACTE_MARIAGE,2024-08-06,2024-08-17,TERMINEE,COURRIER
959,2755,ACTE_MARIAGE,2023-02-20,2023-02-24,TERMINEE,COURRIER
960,1724,ACTE_NAISSANCE,2024-09-30,2024-10-07,ENREGISTREE,GUICHET
961,291,ACTE_DECES,2025-10-30,2025-11-09,EN_COURS,GUICHET
962,1973,ACTE_MARIAGE,2024-08-21,2024-08-30,REFUSEE,GUICHET
963,1441,ACTE_NAISSANCE,2024-08-09,2024-08-29,EN_COURS,EN_LIGNE
964,714,ACTE_MARIAGE,2024-04-15,2024-04-28,REFUSEE,EN_LIGNE
965,159,LIVRET_FAMILLE,2025-03-12,2025-03-14,TERMINEE,COURRIER
966,2624,LIVRET_FAMILLE,2023-07-20,2023-08-03,REFUSEE,GUICHET
967,1180,LIVRET_FAMILLE,2025-03-09,2025-03-10,EN_COURS,GUICHET
968,1682,LIVRET_FAMILLE,2023-05-07,2023-05-15,TERMINEE,GUICHET
969,2508,LIVRET_FAMILLE,2025-01-27,2025-01-28,ENREGISTREE,GUICHET
970,1950,LIVRET_FAMILLE,2023-11-07,2023-11-11,TERMINEE,GUICHET
971,2164,LIVRET_FAMILLE,2025-04-13,2025-05-03,REFUSEE,EN_LIGNE
972,2279,ACTE_MARIAGE,2025-04-10,2025-04-29,ENREGISTREE,EN_LIGNE
973,577,ACTE_NAISSANCE,2023-01-07,2023-01-21,ENREGISTREE,GUICHET
974,2591,LIVRET_FAMILLE,2023-11-12,2023-11-23,REFUSEE,GUICHET
975,2096,LIVRET_FAMILLE,2023-02-11,2023-02-16,REFUSEE,COURRIER
976,1145,LIVRET_FAMILLE,2023-08-05,2023-08-08,ENREGISTREE,EN_LIGNE
977,958,LIVRET_FAMILLE,2024-05-11,2024-05-26,REFUSEE,GUICHET
978,740,LIVRET_FAMILLE,2023-01-11,2023-01-27,EN_COURS,GUICHET
979,1950,ACTE_DECES,2023-09-12,2023-09-12,REFUSEE,COURRIER
980,283,ACTE_DECES,2025-01-18,2025-01-31,TERMINEE,EN_LIGNE
981,22,ACTE_DECES,2025-03-19,2025-03-29,REFUSEE,GUICHET
982,1506,ACTE_DECES,2024-01-02,2024-01-15,REFUSEE,GUICHET
983,1043,ACTE_NAISSANCE,2024-11-02,2024-11-16,ENREGISTREE,EN_LIGNE
984,2545,ACTE_NAISSANCE,2023-04-16,2023-05-05,TERMINEE,GUICHET
985,2606,ACTE_NAISSANCE,2025-08-04,2025-08-10,ENREGISTREE,EN_LIGNE
986,2841,ACTE_NAISSANCE,2024-06-01,2024-06-01,TERMINEE,GUICHET
987,841,ACTE_DECES,2024-06-20,2024-06-27,EN_COURS,EN_LIGNE
988,645,ACTE_NAISSANCE,2025-10-07,2025-10-15,ENREGISTREE,GUICHET
989,353,LIVRET_FAMILLE,2025-04-22,2025-05-07,TERMINEE,EN_LIGNE
990,1761,ACTE_MARIAGE,2023-06-24,2023-07-07,TERMINEE,COURRIER
991,2847,LIVRET_FAMILLE,2024-01-15,2024-02-04,REFUSEE,GUICHET
992,1077,ACTE_NAISSANCE,2024-02-03,2024-02-10,EN_COURS,GUICHET
993,2836,ACTE_MARIAGE,2025-06-22,2025-07-03,ENREGISTREE,GUICHET
994,2951,ACTE_MARIAGE,2023-07-14,2023-07-24,TERMINEE,GUICHET
995,2136,ACTE_NAISSANCE,2025-05-21,2025-06-08,REFUSEE,EN_LIGNE
996,1458,ACTE_DECES,2023-10-29,2023-11-15,REFUSEE,COURRIER
997,152,LIVRET_FAMILLE,2025-02-17,2025-03-07,TERMINEE,COURRIER
998,298,LIVRET_FAMILLE,2023-03-03,2023-03-04,ENREGISTREE,EN_LIGNE
999,2172,ACTE_DECES,2025-08-03,2025-08-17,REFUSEE,COURRIER
1000,259,ACTE_NAISSANCE,2023-08-12,2023-08-25,EN_COURS,GUICHET
1001,154,ACTE_MARIAGE,2023-01-14,2023-01-27,EN_COURS,EN_LIGNE
1002,1731,LIVRET_FAMILLE,2023-04-13,2023-04-21,ENREGISTREE,EN_LIGNE
1003,2466,LIVRET_FAMILLE,2024-12-17,2024-12-18,REFUSEE,COURRIER
1004,2295,ACTE_DECES,2023-07-17,2023-08-02,REFUSEE,COURRIER
1005,194,ACTE_DECES,2024-03-11,2024-03-25,ENREGISTREE,EN_LIGNE
1006,1297,ACTE_NAISSANCE,2024-08-27,2024-08-27,EN_COURS,GUICHET
1007,1316,ACTE_MARIAGE,2025-01-11,2025-01-22,REFUSEE,EN_LIGNE
1008,147,LIVRET_FAMILLE,2023-12-16,2024-01-03,TERMINEE,GUICHET
1009,2943,ACTE_NAISSANCE,2024-06-08,2024-06-23,EN_COURS,GUICHET
1010,48,ACTE_DECES,2025-07-22,2025-08-05,TERMINEE,GUICHET
1011,1401,ACTE_MARIAGE,2024-06-17,2024-06-23,TERMINEE,COURRIER
1012,261,ACTE_DECES,2024-01-03,2024-01-20,EN_COURS,GUICHET
1013,2087,ACTE_NAISSANCE,2023-09-27,2023-10-14,EN_COURS,GUICHET
1014,360,LIVRET_FAMILLE,2023-12-10,2023-12-12,REFUSEE,GUICHET
1015,2995,ACTE_MARIAGE,2025-06-30,2025-07-12,REFUSEE,GUICHET
1016,289,ACTE_NAISSANCE,2023-04-12,2023-04-16,EN_COURS,EN_LIGNE
1017,1085,ACTE_DECES,2023-12-05,2023-12-20,EN_COURS,COURRIER
1018,96,ACTE_MARIAGE,2025-09-20,2025-10-07,ENREGISTREE,GUICHET
1019,851,LIVRET_FAMILLE,2025-10-07,2025-10-25,TERMINEE,COURRIER
1020,2500,LIVRET_FAMILLE,2025-01-04,2025-01-21,TERMINEE,GUICHET
1021,1357,ACTE_DECES,2023-05-05,2023-05-13,REFUSEE,GUICHET
1022,1786,LIVRET_FAMILLE,2023-04-30,2023-05-04,EN_COURS,EN_LIGNE
1023,2154,ACTE_DECES,2023-08-24,2023-09-03,ENREGISTREE,COURRIER
1024,40,ACTE_NAISSANCE,2025-01-21,2025-02-08,REFUSEE,EN_LIGNE
1025,849,ACTE_DECES,2024-07-02,2024-07-20,EN_COURS,COURRIER
1026,172,ACTE_MARIAGE,2025-05-23,2025-06-10,TERMINEE,GUICHET
1027,690,ACTE_MARIAGE,2025-02-08,2025-02-13,REFUSEE,EN_LIGNE
1028,1063,ACTE_MARIAGE,2025-07-07,2025-07-09,TERMINEE,GUICHET
1029,2848,ACTE_MARIAGE,2025-10-14,2025-10-20,REFUSEE,COURRIER
1030,1602,ACTE_MARIAGE,2023-09-11,2023-09-27,EN_COURS,EN_LIGNE
1031,847,ACTE_NAISSANCE,2024-07-05,2024-07-22,REFUSEE,EN_LIGNE
1032,2847,ACTE_DECES,2025-08-16,2025-09-04,EN_COURS,COURRIER
1033,1352,LIVRET_FAMILLE,2024-01-09,2024-01-10,TERMINEE,GUICHET
1034,2500,ACTE_NAISSANCE,2023-10-05,2023-10-09,EN_COURS,EN_LIGNE
1035,167,ACTE_MARIAGE,2023-03-13,2023-03-30,ENREGISTREE,COURRIER
1036,1402,ACTE_MARIAGE,2025-01-22,2025-01-29,TERMINEE,EN_LIGNE
1037,1168,LIVRET_FAMILLE,2023-07-21,2023-07-29,TERMINEE,EN_LIGNE
1038,1980,LIVRET_FAMILLE,2025-10-15,2025-10-20,REFUSEE,EN_LIGNE
1039,1467,LIVRET_FAMILLE,2024-10-09,2024-10-09,TERMINEE,EN_LIGNE
1040,548,ACTE_DECES,2024-04-30,2024-05-09,TERMINEE,COURRIER
1041,2673,ACTE_DECES,2023-11-04,2023-11-17,TERMINEE,GUICHET
1042,651,ACTE_MARIAGE,2023-03-22,2023-04-10,TERMINEE,EN_LIGNE
1043,172,ACTE_DECES,2024-05-24,2024-05-27,TERMINEE,GUICHET
1044,995,LIVRET_FAMILLE,2024-01-15,2024-01-28,EN_COURS,GUICHET
