rdv_id,citoyen_id,service_id,type_rdv,date_demande,date_rdv,statut,canal,commentaire
1191,228,16,Etat civil,2024-03-25,2024-04-19,EN_ATTENTE,TELEPHONE,
1192,960,5,Passeport,2025-04-05,2025-04-26,ANNULE,EN_LIGNE,
1193,542,7,Naissance,2024-12-21,2024-12-29,HONORE,GUICHET,
1194,2612,5,Carte d'identité,2023-08-17,2023-08-31,CONFIRME,EN_LIGNE,
1195,1693,15,Passeport,2024-03-21,2024-04-20,ANNULE,GUICHET,
1196,109,8,Rendez-vous social,2024-03-13,2024-03-25,ANNULE,EN_LIGNE,
1197,209,16,Carte d'identité,2024-03-10,2024-03-13,EN_ATTENTE,GUICHET,
1198,2624,7,Mariage,2023-11-20,2023-12-19,EN_ATTENTE,GUICHET,
1199,2955,7,Naissance,2024-10-18,2024-11-01,CONFIRME,GUICHET,
1200,2050,10,Mariage,2024-10-21,2024-10-21,HONORE,EN_LIGNE,
1201,1603,4,Carte d'identité,2023-07-12,2023-07-20,ANNULE,EN_LIGNE,
1202,1887,11,Passeport,2025-04-13,2025-04-15,ANNULE,GUICHET,
1203,1609,6,Naissance,2025-08-04,2025-08-13,CONFIRME,GUICHET,
1204,505,10,Carte d'identité,2025-01-12,2025-02-08,HONORE,EN_LIGNE,
1205,2906,9,Mariage,2025-07-15,2025-07-21,EN_ATTENTE,EN_LIGNE,
1206,1213,9,Passeport,2024-03-11,2024-03-28,HONORE,TELEPHONE,
1207,1329,10,Carte d'identité,2023-01-07,2023-01-11,CONFIRME,EN_LIGNE,
1208,301,10,Mariage,2023-07-25,2023-07-27,CONFIRME,EN_LIGNE,
1209,1466,8,Etat civil,2024-04-24,2024-05-12,CONFIRME,GUICHET,
1210,760,5,Naissance,2023-03-23,2023-04-14,HONORE,EN_LIGNE,
1211,2048,14,Passeport,2025-06-17,2025-07-13,ANNULE,GUICHET,
1212,825,6,Mariage,2023-12-04,2023-12-26,ANNULE,TELEPHONE,
1213,1186,2,Naissance,2023-02-07,2023-02-26,ANNULE,TELEPHONE,
1214,907,11,Naissance,2024-08-24,2024-09-14,ANNULE,EN_LIGNE,
1215,1497,12,Mariage,2023-02-07,2023-02-11,EN_ATTENTE,EN_LIGNE,
1216,1492,11,Urbanisme,2023-04-17,2023-04-22,HONORE,EN_LIGNE,
1217,1035,7,Passeport,2024-06-13,2024-06-26,CONFIRME,TELEPHONE,
1218,253,14,Passeport,2024-11-03,2024-11-12,HONORE,EN_LIGNE,
1219,863,3,Carte d'identité,2023-12-26,2023-12-29,EN_ATTENTE,GUICHET,
1220,2979,9,Rendez-vous social,2024-11-07,2024-11-12,EN_ATTENTE,TELEPHONE,
1221,1536,11,Urbanisme,2023-11-30,2023-12-12,HONORE,TELEPHONE,
1222,1300,1,Urbanisme,2025-03-04,2025-03-13,HONORE,EN_LIGNE,
1223,1445,7,Naissance,2025-03-13,2025-03-27,CONFIRME,EN_LIGNE,
1224,2296,10,Rendez-vous social,2024-02-13,2024-02-17,ANNULE,TELEPHONE,
1225,2071,1,Etat civil,2023-03-05,2023-03-25,HONORE,GUICHET,
1226,738,12,Carte d'identité,2024-09-30,2024-10-01,HONORE,EN_LIGNE,
1227,2705,7,Naissance,2025-05-20,2025-06-19,HONORE,EN_LIGNE,
1228,1771,8,Naissance,2025-06-30,2025-07-14,CONFIRME,TELEPHONE,
1229,1068,5,Etat civil,2023-04-03,2023-05-01,HONORE,EN_LIGNE,
1230,751,10,Rendez-vous social,2023-01-10,2023-01-28,CONFIRME,GUICHET,
1231,1814,16,Naissance,2023-06-20,2023-07-19,HONORE,GUICHET,
1232,1514,4,Carte d'identité,2023-02-20,2023-03-19,HONORE,EN_LIGNE,
1233,1213,15,Mariage,2024-08-01,2024-08-02,HONORE,EN_LIGNE,
1234,1259,16,Etat civil,2024-06-17,2024-07-08,ANNULE,TELEPHONE,
1235,2361,12,Rendez-vous social,2023-06-08,2023-06-30,ANNULE,GUICHET,
1236,2412,6,Urbanisme,2023-08-23,2023-08-29,ANNULE,GUICHET,
1237,2386,2,Naissance,2023-05-10,2023-05-27,HONORE,GUICHET,
1238,57,10,Naissance,2025-09-05,2025-09-27,CONFIRME,EN_LIGNE,
1239,47,10,Passeport,2023-07-24,2023-07-27,HONORE,GUICHET,
1240,2362,6,Rendez-vous social,2025-10-23,2025-10-27,ANNULE,TELEPHONE,
1241,2009,15,Carte d'identité,2023-07-29,2023-08-08,CONFIRME,TELEPHONE,
1242,1147,14,Naissance,2025-02-07,2025-02-24,HONORE,TELEPHONE,
1243,844,15,Etat civil,2025-02-12,2025-02-19,ANNULE,EN_LIGNE,
1244,2675,4,Etat civil,2025-04-09,2025-04-20,HONORE,EN_LIGNE,
1245,1273,3,Passeport,2023-08-29,2023-09-14,ANNULE,TELEPHONE,
1246,2010,6,Carte d'identité,2025-04-13,2025-04-20,HONORE,GUICHET,
1247,836,6,Carte d'identité,2023-06-29,2023-07-02,EN_ATTENTE,EN_LIGNE,
1248,679,7,Naissance,2023-08-29,2023-09-16,EN_ATTENTE,TELEPHONE,
1249,314,2,Etat civil,2023-07-03,2023-07-04,EN_ATTENTE,GUICHET,
1250,1857,10,Passeport,2024-06-12,2024-06-14,HONORE,GUICHET,
1251,1946,14,Etat civil,2024-07-15,2024-07-21,EN_ATTENTE,EN_LIGNE,
1252,278,6,Carte d'identité,2024-10-21,2024-10-25,HONORE,TELEPHONE,
1253,36,1,Naissance,2025-10-17,2025-11-04,CONFIRME,TELEPHONE,
1254,2120,12,Passeport,2024-07-05,2024-07-18,HONORE,EN_LIGNE,
1255,1352,9,Urbanisme,2024-09-26,2024-09-27,CONFIRME,TELEPHONE,
1256,2559,4,Naissance,2024-10-14,2024-10-26,ANNULE,TELEPHONE,
1257,2485,5,Rendez-vous social,2023-01-04,2023-01-28,CONFIRME,GUICHET,
1258,1881,5,Urbanisme,2024-04-27,2024-05-20,ANNULE,EN_LIGNE,
1259,2084,14,Naissance,2024-05-08,2024-06-03,HONORE,GUICHET,
1260,1134,12,Urbanisme,2025-06-19,2025-07-16,EN_ATTENTE,GUICHET,
1261,707,1,Naissance,2024-02-16,2024-03-10,HONORE,TELEPHONE,
1262,2870,2,Urbanisme,2024-09-12,2024-09-12,CONFIRME,TELEPHONE,
1263,2120,7,Passeport,2023-09-28,2023-10-10,HONORE,GUICHET,
1264,1213,4,Naissance,2024-08-23,2024-09-11,EN_ATTENTE,TELEPHONE,
1265,1173,15,Carte d'identité,2023-06-17,2023-06-24,ANNULE,GUICHET,
1266,2481,6,Passeport,2023-02-06,2023-02-06,CONFIRME,EN_LIGNE,
1267,2800,5,Etat civil,2023-02-03,2023-02-24,CONFIRME,GUICHET,
1268,1936,1,Passeport,2025-09-13,2025-09-17,HONORE,TELEPHONE,
1269,1287,11,Urbanisme,2023-01-10,2023-01-14,CONFIRME,EN_LIGNE,
1270,697,4,Urbanisme,2023-07-31,2023-08-19,EN_ATTENTE,EN_LIGNE,
1271,1312,7,Rendez-vous social,2023-12-24,2023-12-31,CONFIRME,TELEPHONE,
1272,589,8,Carte d'identité,2024-06-14,2024-06-22,EN_ATTENTE,TELEPHONE,
1273,238,7,Mariage,2023-06-16,2023-07-10,HONORE,GUICHET,
1274,2742,6,Naissance,2023-12-03,2023-12-24,CONFIRME,EN_LIGNE,
1275,723,10,Passeport,2025-03-20,2025-04-08,ANNULE,EN_LIGNE,
1276,186,4,Rendez-vous social,2025-03-30,2025-04-03,EN_ATTENTE,EN_LIGNE,
1277,2635,8,Passeport,2024-10-13,2024-10-15,HONORE,TELEPHONE,
1278,2712,12,Rendez-vous social,2024-09-10,2024-09-24,CONFIRME,EN_LIGNE,
1279,1959,1,Naissance,2023-04-16,2023-05-02,ANNULE,TELEPHONE,
1280,1042,6,Urbanisme,2024-12-03,2024-12-24,ANNULE,EN_LIGNE,
1281,131,7,Passeport,2024-06-02,2024-06-29,HONORE,GUICHET,
1282,214,7,Rendez-vous social,2025-06-15,2025-07-12,CONFIRME,EN_LIGNE,
1283,207,2,Passeport,2023-01-10,2023-02-04,CONFIRME,EN_LIGNE,
1284,2618,15,Passeport,2024-05-13,2024-06-05,ANNULE,TELEPHONE,
1285,1489,12,Mariage,2025-06-23,2025-07-23,EN_ATTENTE,GUICHET,
1286,1300,15,Rendez-vous social,2024-04-24,2024-05-01,HONORE,EN_LIGNE,
1287,2055,7,Passeport,2023-03-18,2023-03-25,HONORE,GUICHET,
1288,230,11,Passeport,2024-08-15,2024-08-27,EN_ATTENTE,GUICHET,
1289,692,15,Naissance,2023-09-03,2023-09-26,EN_ATTENTE,TELEPHONE,
1290,2481,13,Urbanisme,2024-07-27,2024-07-28,HONORE,EN_LIGNE,
1291,655,9,Naissance,2023-09-30,2023-10-10,ANNULE,EN_LIGNE,
1292,1843,8,Passeport,2023-11-06,2023-11-08,ANNULE,GUICHET,
1293,2840,1,Etat civil,2023-08-19,2023-08-29,HONORE,TELEPHONE,
1294,2841,13,Passeport,2025-07-30,2025-08-14,CONFIRME,TELEPHONE,
1295,459,2,Passeport,2025-07-17,2025-08-13,HONORE,TELEPHONE,
1296,2834,2,Rendez-vous social,2025-10-02,2025-10-24,ANNULE,TELEPHONE,
1297,2572,16,Mariage,2023-04-18,2023-04-18,CONFIRME,TELEPHONE,
1298,2358,5,Urbanisme,2023-01-04,2023-01-21,CONFIRME,EN_LIGNE,
1299,1240,4,Mariage,2025-09-09,2025-10-03,HONORE,GUICHET,
1300,1282,1,Rendez-vous social,2024-02-06,2024-02-26,CONFIRME,EN_LIGNE,
1301,942,1,Urbanisme,2025-01-26,2025-02-01,EN_ATTENTE,EN_LIGNE,
1302,1807,8,Etat civil,2023-11-06,2023-11-17,EN_ATTENTE,TELEPHONE,
1303,2257,4,Rendez-vous social,2025-10-18,2025-11-05,ANNULE,EN_LIGNE,
1304,566,6,Naissance,2023-09-30,2023-10-16,EN_ATTENTE,GUICHET,
1305,2419,5,Mariage,2024-04-26,2024-05-23,ANNULE,EN_LIGNE,
1306,2368,4,Naissance,2023-03-21,2023-03-26,EN_ATTENTE,TELEPHONE,
1307,1757,15,Mariage,2025-04-29,2025-05-28,EN_ATTENTE,EN_LIGNE,
1308,2224,3,Rendez-vous social,2025-03-04,2025-03-06,HONORE,GUICHET,
1309,1610,16,Etat civil,2025-08-15,2025-08-27,ANNULE,TELEPHONE,
1310,1117,9,Mariage,2023-05-12,2023-05-29,HONORE,EN_LIGNE,
1311,174,4,Carte d'identité,2024-06-22,2024-07-06,CONFIRME,TELEPHONE,
1312,1370,15,Urbanisme,2023-01-31,2023-02-16,EN_ATTENTE,GUICHET,
1313,2025,5,Carte d'identité,2025-10-27,2025-11-01,CONFIRME,EN_LIGNE,
1314,538,6,Naissance,2025-08-31,2025-09-15,HONORE,EN_LIGNE,
1315,470,12,Rendez-vous social,2023-12-11,2024-01-04,CONFIRME,EN_LIGNE,
1316,283,4,Naissance,2024-06-29,2024-07-08,EN_ATTENTE,GUICHET,
1317,1582,13,Rendez-vous social,2024-04-23,2024-04-28,ANNULE,TELEPHONE,
1318,1799,12,Rendez-vous social,2025-06-18,2025-07-02,ANNULE,TELEPHONE,
1319,449,9,Passeport,2023-02-24,2023-03-02,HONORE,TELEPHONE,
1320,2994,11,Naissance,2025-06-20,2025-07-18,EN_ATTENTE,GUICHET,
1321,1561,8,Carte d'identité,2025-06-13,2025-07-02,ANNULE,EN_LIGNE,
1322,1750,10,Rendez-vous social,2025-03-31,2025-04-19,CONFIRME,GUICHET,
1323,383,16,Passeport,2024-01-31,2024-02-24,EN_ATTENTE,TELEPHONE,
1324,989,1,Mariage,2023-05-12,2023-06-06,EN_ATTENTE,EN_LIGNE,
1325,131,16,Rendez-vous social,2025-08-22,2025-08-29,EN_ATTENTE,GUICHET,
1326,641,14,Urbanisme,2025-09-03,2025-09-11,EN_ATTENTE,GUICHET,
1327,2212,16,Naissance,2023-04-08,2023-05-07,CONFIRME,EN_LIGNE,
1328,1302,2,Naissance,2023-07-01,2023-07-07,CONFIRME,GUICHET,
1329,2761,5,Urbanisme,2025-08-30,2025-09-19,HONORE,TELEPHONE,
1330,1086,12,Naissance,2024-08-03,2024-09-01,ANNULE,EN_LIGNE,
1331,1818,16,Naissance,2023-12-24,2024-01-02,ANNULE,GUICHET,
1332,2986,15,Rendez-vous social,2023-06-05,2023-06-14,EN_ATTENTE,TELEPHONE,
1333,1606,13,Passeport,2024-06-18,2024-07-15,EN_ATTENTE,GUICHET,
1334,1540,4,Urbanisme,2025-08-25,2025-09-13,CONFIRME,EN_LIGNE,
1335,1855,13,Etat civil,2023-09-26,2023-10-19,CONFIRME,EN_LIGNE,
1336,2231,16,Mariage,2025-10-08,2025-10-08,EN_ATTENTE,EN_LIGNE,
1337,2050,3,Urbanisme,2023-06-18,2023-07-16,ANNULE,EN_LIGNE,
1338,1295,4,Carte d'identité,2025-06-08,2025-06-10,EN_ATTENTE,EN_LIGNE,
1339,1593,6,Urbanisme,2024-10-26,2024-11-14,CONFIRME,EN_LIGNE,
1340,1299,14,Urbanisme,2024-08-13,2024-08-20,ANNULE,GUICHET,
1341,751,6,Mariage,2024-06-04,2024-06-27,EN_ATTENTE,EN_LIGNE,
1342,1454,5,Etat civil,2023-03-30,2023-04-06,CONFIRME,EN_LIGNE,
1343,2305,3,Mariage,2023-11-17,2023-12-11,EN_ATTENTE,EN_LIGNE,
1344,1195,16,Mariage,2025-03-24,2025-04-06,ANNULE,GUICHET,
1345,1911,7,Etat civil,2024-01-30,2024-02-14,CONFIRME,GUICHET,
1346,1092,2,Mariage,2024-03-18,2024-03-29,EN_ATTENTE,EN_LIGNE,
1347,1995,14,Naissance,2024-06-12,2024-06-15,HONORE,GUICHET,
1348,2675,4,Naissance,2025-02-18,2025-03-08,EN_ATTENTE,GUICHET,
1349,1191,11,Etat civil,2023-11-11,2023-11-27,HONORE,GUICHET,
1350,1748,12,Urbanisme,2024-11-19,2024-12-18,HONORE,EN_LIGNE,
1351,1529,13,Mariage,2024-08-16,2024-09-05,CONFIRME,GUICHET,
1352,1033,2,Etat civil,2023-04-07,2023-04-18,CONFIRME,GUICHET,
1353,1855,16,Urbanisme,2023-10-13,2023-10-28,HONORE,EN_LIGNE,
1354,528,6,Carte d'identité,2024-05-23,2024-06-13,CONFIRME,EN_LIGNE,
1355,1946,6,Carte d'identité,2024-07-05,2024-07-26,HONORE,TELEPHONE,
1356,2561,1,Urbanisme,2023-01-28,2023-02-15,HONORE,GUICHET,
1357,543,11,Carte d'identité,2025-05-26,2025-06-25,ANNULE,EN_LIGNE,
1358,974,13,Passeport,2025-09-20,2025-09-26,EN_ATTENTE,TELEPHONE,
1359,1309,3,Passeport,2024-02-17,2024-02-17,ANNULE,TELEPHONE,
1360,742,13,Rendez-vous social,2025-09-15,2025-10-14,HONORE,EN_LIGNE,
1361,2494,2,Passeport,2024-03-03,2024-03-26,CONFIRME,EN_LIGNE,
1362,2529,4,Passeport,2025-03-10,2025-03-27,EN_ATTENTE,EN_LIGNE,
1363,1639,3,Carte d'identité,2024-12-29,2025-01-06,EN_ATTENTE,GUICHET,
1364,2941,6,Mariage,2023-06-13,2023-06-24,ANNULE,TELEPHONE,
1365,80,11,Naissance,2024-07-29,2024-08-07,EN_ATTENTE,GUICHET,
1366,1112,6,Rendez-vous social,2023-09-17,2023-09-24,HONORE,GUICHET,
1367,1645,2,Naissance,2023-10-01,2023-10-27,CONFIRME,TELEPHONE,
1368,263,3,Naissance,2025-09-25,2025-10-23,ANNULE,EN_LIGNE,
1369,1702,8,Mariage,2023-04-05,2023-04-22,HONORE,TELEPHONE,
1370,137,16,Etat civil,2024-06-22,2024-07-02,EN_ATTENTE,TELEPHONE,
1371,1535,7,Etat civil,2025-06-15,2025-06-28,EN_ATTENTE,EN_LIGNE,
1372,2217,9,Carte d'identité,2025-03-24,2025-04-22,EN_ATTENTE,TELEPHONE,
1373,1831,13,Etat civil,2024-01-03,2024-01-13,EN_ATTENTE,GUICHET,
1374,2194,16,Carte d'identité,2024-11-17,2024-12-13,HONORE,EN_LIGNE,
1375,1937,16,Mariage,2023-06-16,2023-07-08,ANNULE,GUICHET,
1376,2601,2,Mariage,2025-04-08,2025-04-10,EN_ATTENTE,GUICHET,
1377,2250,15,Carte d'identité,2024-09-12,2024-09-18,CONFIRME,EN_LIGNE,
1378,1945,15,Mariage,2024-10-23,2024-11-02,ANNULE,TELEPHONE,
1379,1954,15,Etat civil,2025-03-23,2025-04-08,HONORE,GUICHET,
1380,1390,7,Carte d'identité,2025-02-03,2025-02-12,CONFIRME,EN_LIGNE,
1381,1911,12,Carte d'identité,2023-06-18,2023-07-11,HONORE,TELEPHONE,
1382,1491,5,Passeport,2025-07-18,2025-08-16,EN_ATTENTE,GUICHET,
1383,1411,13,Urbanisme,2025-03-09,2025-04-06,EN_ATTENTE,GUICHET,
1384,233,12,Urbanisme,2025-07-11,2025-07-15,EN_ATTENTE,EN_LIGNE,
1385,2287,11,Carte d'identité,2025-03-26,2025-04-21,EN_ATTENTE,TELEPHONE,
1386,2946,9,Naissance,2025-04-17,2025-04-29,ANNULE,GUICHET,
1387,1266,7,Rendez-vous social,2023-11-26,2023-12-11,HONORE,TELEPHONE,
1388,2845,7,Mariage,2024-02-17,2024-02-24,EN_ATTENTE,TELEPHONE,
1389,2382,8,Naissance,2023-11-13,2023-12-10,HONORE,GUICHET,
1390,1330,6,Mariage,2023-12-23,2024-01-22,ANNULE,TELEPHONE,
1391,1781,11,Urbanisme,2024-06-13,2024-07-02,ANNULE,GUICHET,
1392,360,2,Mariage,2023-02-13,2023-02-17,EN_ATTENTE,EN_LIGNE,
1393,161,1,Urbanisme,2023-12-10,2023-12-22,ANNULE,EN_LIGNE,
1394,1911,1,Mariage,2025-04-11,2025-04-20,EN_ATTENTE,TELEPHONE,
1395,589,16,Naissance,2025-09-22,2025-10-03,EN_ATTENTE,EN_LIGNE,
1396,3000,10,Rendez-vous social,2023-11-28,2023-11-29,EN_ATTENTE,EN_LIGNE,
1397,546,4,Carte d'identité,2024-02-17,2024-02-23,ANNULE,TELEPHONE,
1398,2399,6,Passeport,2023-05-30,2023-06-13,ANNULE,GUICHET,
1399,1616,4,Passeport,2023-12-09,2023-12-13,CONFIRME,EN_LIGNE,
1400,2174,1,Etat civil,2023-04-10,2023-05-08,EN_ATTENTE,EN_LIGNE,
1401,1797,15,Rendez-vous social,2024-08-24,2024-09-05,EN_ATTENTE,GUICHET,
1402,906,10,Mariage,2025-02-07,2025-02-25,EN_ATTENTE,TELEPHONE,
1403,1325,1,Passeport,2024-02-19,2024-03-19,CONFIRME,EN_LIGNE,
1404,912,4,Rendez-vous social,2024-10-15,2024-10-23,ANNULE,TELEPHONE,
1405,709,4,Rendez-vous social,2025-09-30,2025-10-02,EN_ATTENTE,GUICHET,
1406,907,15,Carte d'identité,2023-08-03,2023-08-06,ANNULE,TELEPHONE,
1407,2299,14,Naissance,2025-02-26,2025-03-19,CONFIRME,EN_LIGNE,
1408,2497,15,Naissance,2024-01-30,2024-02-03,ANNULE,GUICHET,
1409,1611,2,Urbanisme,2024-08-16,2024-09-15,ANNULE,EN_LIGNE,
1410,1474,12,Carte d'identité,2023-02-04,2023-02-08,EN_ATTENTE,GUICHET,
1411,2459,3,Carte d'identité,2024-12-13,2024-12-23,CONFIRME,TELEPHONE,
1412,2363,12,Urbanisme,2023-01-16,2023-02-09,ANNULE,TELEPHONE,
1413,1113,16,Etat civil,2024-11-20,2024-12-17,HONORE,TELEPHONE,
1414,1478,4,Carte d'identité,2024-10-03,2024-10-27,EN_ATTENTE,EN_LIGNE,
1415,561,2,Naissance,2024-02-24,2024-03-12,ANNULE,EN_LIGNE,
1416,2587,15,Etat civil,2024-05-20,2024-06-02,EN_ATTENTE,TELEPHONE,
1417,539,3,Urbanisme,2023-07-23,2023-07-24,HONORE,TELEPHONE,
1418,2218,16,Mariage,2025-08-23,2025-08-27,EN_ATTENTE,EN_LIGNE,
1419,248,10,Mariage,2025-06-02,2025-06-11,CONFIRME,TELEPHONE,
1420,2776,11,Naissance,2025-06-06,2025-06-18,CONFIRME,EN_LIGNE,
1421,678,2,Naissance,2024-10-21,2024-10-30,EN_ATTENTE,TELEPHONE,
1422,363,1,Carte d'identité,2025-02-22,2025-02-28,CONFIRME,GUICHET,
1423,887,14,Rendez-vous social,2023-03-09,2023-03-09,ANNULE,TELEPHONE,
1424,2784,16,Urbanisme,2024-05-07,2024-05-31,CONFIRME,GUICHET,
1425,2592,11,Etat civil,2025-08-04,2025-08-24,CONFIRME,EN_LIGNE,
1426,1246,15,Passeport,2023-02-17,2023-02-26,CONFIRME,GUICHET,
1427,30,15,Passeport,2023-09-23,2023-10-21,CONFIRME,EN_LIGNE,
1428,1483,11,Urbanisme,2023-11-19,2023-12-15,HONORE,EN_LIGNE,
1429,2288,8,Urbanisme,2025-03-19,2025-04-15,CONFIRME,TELEPHONE,
1430,240,14,Rendez-vous social,2024-03-02,2024-03-18,CONFIRME,TELEPHONE,
1431,966,5,Urbanisme,2023-01-06,2023-01-14,ANNULE,TELEPHONE,
1432,1737,16,Carte d'identité,2023-03-03,2023-03-19,EN_ATTENTE,GUICHET,
1433,1339,10,Etat civil,2024-10-07,2024-10-08,CONFIRME,GUICHET,
1434,2028,4,Rendez-vous social,2023-03-31,2023-04-22,EN_ATTENTE,TELEPHONE,
1435,1108,7,Urbanisme,2023-03-15,2023-04-08,EN_ATTENTE,GUICHET,
1436,2210,2,Rendez-vous social,2024-05-09,2024-05-10,ANNULE,GUICHET,
1437,81,2,Naissance,2025-09-11,2025-09-27,HONORE,GUICHET,
1438,2158,13,Carte d'identité,2024-11-01,2024-11-22,HONORE,EN_LIGNE,
1439,667,12,Urbanisme,2025-08-09,2025-08-21,HONORE,TELEPHONE,
1440,1375,12,Naissance,2025-06-09,2025-06-18,CONFIRME,GUICHET,
1441,719,16,Passeport,2024-11-29,2024-12-01,CONFIRME,EN_LIGNE,
1442,1473,5,Naissance,2025-04-15,2025-04-24,HONORE,EN_LIGNE,
1443,767,6,Etat civil,2025-05-19,2025-05-20,HONORE,EN_LIGNE,
1444,782,4,Carte d'identité,2025-07-10,2025-08-01,HONORE,EN_LIGNE,
1445,90,8,Naissance,2024-10-13,2024-11-10,ANNULE,TELEPHONE,
1446,2552,8,Etat civil,2023-12-29,2023-12-30,HONORE,GUICHET,
1447,1006,13,Naissance,2024-03-12,2024-03-16,CONFIRME,EN_LIGNE,
1448,2009,11,Naissance,2024-12-20,2024-12-26,ANNULE,EN_LIGNE,
1449,2588,10,Passeport,2025-08-16,2025-08-29,CONFIRME,EN_LIGNE,
1450,2938,14,Carte d'identité,2024-12-30,2025-01-03,ANNULE,TELEPHONE,
1451,1459,10,Rendez-vous social,2025-03-06,2025-03-24,EN_ATTENTE,TELEPHONE,
1452,2769,16,Urbanisme,2023-02-28,2023-03-07,ANNULE,GUICHET,
1453,1314,4,Carte d'identité,2024-09-30,2024-10-27,CONFIRME,GUICHET,
1454,2147,7,Passeport,2025-08-15,2025-08-18,EN_ATTENTE,TELEPHONE,
1455,1284,1,Carte d'identité,2025-03-21,2025-03-24,HONORE,TELEPHONE,
1456,1491,4,Etat civil,2025-10-08,2025-11-02,EN_ATTENTE,GUICHET,
1457,2135,13,Rendez-vous social,2025-02-19,2025-02-21,HONORE,GUICHET,
1458,2162,1,Etat civil,2025-09-26,2025-10-19,ANNULE,EN_LIGNE,
1459,2428,15,Etat civil,2023-06-12,2023-07-10,ANNULE,GUICHET,
1460,876,4,Carte d'identité,2025-04-11,2025-05-01,HONORE,EN_LIGNE,
1461,247,13,Etat civil,2025-02-05,2025-03-05,EN_ATTENTE,EN_LIGNE,
1462,1654,16,Passeport,2023-01-22,2023-01-30,CONFIRME,TELEPHONE,
1463,624,13,Mariage,2023-09-14,2023-10-03,HONORE,GUICHET,
1464,1833,3,Mariage,2023-01-03,2023-01-24,CONFIRME,EN_LIGNE,
1465,2035,4,Etat civil,2025-08-28,2025-09-01,HONORE,TELEPHONE,
1466,1497,5,Etat civil,2024-01-06,2024-01-31,EN_ATTENTE,EN_LIGNE,
1467,1226,2,Carte d'identité,2025-04-19,2025-05-19,CONFIRME,EN_LIGNE,
1468,1814,5,Rendez-vous social,2023-06-11,2023-07-01,HONORE,TELEPHONE,
1469,859,3,Rendez-vous social,2023-05-26,2023-06-17,ANNULE,GUICHET,
1470,1864,1,Naissance,2023-05-17,2023-06-03,ANNULE,GUICHET,
1471,858,12,Etat civil,2024-10-16,2024-11-14,HONORE,TELEPHONE,
1472,2538,7,Etat civil,2023-08-07,2023-08-10,CONFIRME,TELEPHONE,
1473,1198,15,Etat civil,2025-10-20,2025-10-28,EN_ATTENTE,EN_LIGNE,
1474,1466,1,Carte d'identité,2024-07-23,2024-08-06,ANNULE,TELEPHONE,
1475,1978,4,Naissance,2025-02-26,2025-03-18,HONORE,EN_LIGNE,
1476,1676,4,Urbanisme,2023-06-30,2023-07-28,HONORE,EN_LIGNE,
1477,2522,10,Mariage,2023-01-18,2023-02-13,CONFIRME,EN_LIGNE,
1478,1805,9,Naissance,2024-12-11,2024-12-19,HONORE,GUICHET,
1479,1235,2,Urbanisme,2023-09-28,2023-10-12,ANNULE,TELEPHONE,
1480,2810,1,Urbanisme,2023-07-16,2023-07-17,ANNULE,TELEPHONE,
1481,1987,5,Carte d'identité,2023-12-29,2024-01-16,CONFIRME,GUICHET,
1482,2991,10,Carte d'identité,2024-07-09,2024-08-06,EN_ATTENTE,GUICHET,
1483,2412,2,Passeport,2025-06-20,2025-06-29,CONFIRME,EN_LIGNE,
1484,32,7,Etat civil,2025-05-01,2025-05-24,HONORE,TELEPHONE,
1485,819,16,Etat civil,2023-02-09,2023-02-17,CONFIRME,TELEPHONE,
1486,1821,12,Carte d'identité,2024-01-15,2024-01-29,CONFIRME,TELEPHONE,
1487,864,9,Mariage,2025-07-23,2025-08-01,ANNULE,GUICHET,
1488,2535,7,Urbanisme,2023-11-27,2023-12-24,CONFIRME,TELEPHONE,
1489,108,6,Urbanisme,2025-07-05,2025-07-13,ANNULE,GUICHET,
1490,2373,1,Urbanisme,2024-04-16,2024-04-24,ANNULE,EN_LIGNE,
1491,900,16,Etat civil,2024-11-26,2024-12-24,ANNULE,GUICHET,
1492,2918,16,Naissance,2024-11-17,2024-11-22,CONFIRME,EN_LIGNE,
1493,2797,6,Naissance,2023-04-03,2023-04-26,HONORE,EN_LIGNE,
1494,2597,5,Urbanisme,2024-07-29,2024-08-28,EN_ATTENTE,EN_LIGNE,
1495,927,16,Naissance,2024-03-07,2024-03-16,HONORE,EN_LIGNE,
1496,1471,2,Rendez-vous social,2023-04-22,2023-04-25,HONORE,GUICHET,
1497,2981,14,Urbanisme,2024-02-11,2024-02-23,ANNULE,GUICHET,
1498,1147,7,Passeport,2024-11-24,2024-12-06,HONORE,GUICHET,
1499,291,16,Mariage,2024-10-19,2024-11-14,CONFIRME,GUICHET,
1500,2635,10,Carte d'identité,2024-10-07,2024-10-14,CONFIRME,GUICHET,
1501,1597,16,Passeport,2024-01-24,2024-02-20,HONORE,GUICHET,
1502,1277,5,Mariage,2024-03-04,2024-03-20,ANNULE,EN_LIGNE,
1503,1629,14,Passeport,2024-04-15,2024-05-11,HONORE,EN_LIGNE,
1504,2098,2,Mariage,2023-06-17,2023-06-27,HONORE,GUICHET,
1505,461,13,Mariage,2023-12-19,2024-01-07,ANNULE,TELEPHONE,
1506,24,12,Naissance,2024-06-14,2024-06-17,EN_ATTENTE,GUICHET,
1507,2767,9,Etat civil,2025-05-27,2025-06-16,HONORE,TELEPHONE,
1508,1626,12,Etat civil,2024-01-07,2024-01-22,HONORE,GUICHET,
1509,72,15,Carte d'identité,2024-04-07,2024-04-10,CONFIRME,GUICHET,
